"Twitter ID","Tweet text","Tweet Date","Source/Client"
"471741741","In a democracy threats do not work. This Nation did not bend during the Emergency also: PM @narendramodi in the Rajya Sabha","2015-03-03 10:30:12","Twitter Web Client"
"471741741","More than the Party we belong to, it is about the State that we represent in this House: PM @narendramodi in the Rajya Sabha","2015-03-03 10:28:35","Twitter Web Client"
"471741741","In the debate many members participated in great detail and I am thankful to them: PM @narendramodi","2015-03-03 10:27:07","Twitter Web Client"
"471741741","PM has begun his speech in the Rajya Sabha. Watch http://t.co/Mv6VWi6ubN","2015-03-03 10:26:29","Twitter Web Client"
"471741741","Here is the e-book of the 'Mann Ki Baat' programme with PM @narendramodi &amp; President @BarackObama. http://t.co/z1K6Hf00mY","2015-03-02 10:55:38","Twitter Web Client"
"471741741","PM @narendramodi on the use of IT to meet the challenge of cyber security, while speaking at the @nasscom programme.
https://t.co/Hz3UX1wC1C","2015-03-01 17:14:01","Twitter Web Client"
"471741741","RT @narendramodi: Witnessed the oath taking ceremony of Shri Mufti Mohammad Sayeed. Congratulations and best wishes to him &amp; his team.","2015-03-01 17:06:40","Twitter Web Client"
"471741741","RT @narendramodi: Also asked IT industry to help promote India's tourism potential &amp; spoke on how technology can help curb corruption. http…","2015-03-01 17:06:30","Twitter Web Client"
"471741741","RT @narendramodi: At @nasscom event, urged IT industry to develop innovative Mobile Apps for citizens &amp; the need to use IT to meet challeng…","2015-03-01 17:06:26","Twitter Web Client"
"471741741","RT @narendramodi: Best wishes to @nasscom as they complete 25 years. Their contribution in facilitating growth of India's IT &amp; software ind…","2015-03-01 17:06:23","Twitter Web Client"
"471741741","Sooner you look at creating innovative mobile apps, the quicker you will capture the market: PM at @nasscom event
https://t.co/25NsMBtV4y","2015-03-01 16:54:48","Twitter Web Client"
"471741741","Technology can play a big role in fighting corruption. Through technology, lot of transparency can be brought in: PM
https://t.co/tug1s6kY89","2015-03-01 16:42:27","Twitter Web Client"
"471741741","Through @mygovindia I am going to seek ideas for PMO Mobile App. After that it will be about execution: PM @narendramodi","2015-03-01 12:27:34","Twitter Web Client"
"471741741","I am active on social media, including @LinkedIn where all of you are there: PM @narendramodi","2015-03-01 12:26:33","Twitter Web Client"
"471741741","We need a revolution in mobile governance: PM @narendramodi at the @nasscom programme","2015-03-01 12:25:04","Twitter Web Client"
"471741741","Can we, through this industry create a big market for India's tourism: PM @narendramodi","2015-03-01 12:18:06","Twitter Web Client"
"471741741","World is worried about cyber security. Can we do innovation in this field, there will be a huge market I am sure: PM @narendramodi","2015-03-01 12:04:40","Twitter Web Client"
"471741741","There are many opportunities in this field: PM @narendramodi","2015-03-01 12:04:00","Twitter Web Client"
"471741741","RT @nasscom: Honoured to have @narendramodi @PMOIndia at @nasscom's 25 year celebration launch the #Innovate #India Initiative http://t.co/…","2015-03-01 11:56:32","Twitter Web Client"
"471741741","The faster you all make mobile apps, the faster you will capture the market: PM @narendramodi","2015-03-01 11:56:26","Twitter Web Client"
"471741741","PM @narendramodi at the @nasscom programme. http://t.co/bs9fUQf4ZV","2015-03-01 11:55:55","Twitter for BlackBerry"
"471741741","Times are changing. I-ways or information ways are as important highways. Progress incomplete without i-ways: PM @narendramodi","2015-03-01 11:54:03","Twitter Web Client"
"471741741","Your efforts will inspire the younger generations: PM @narendramodi at the @nasscom programme","2015-03-01 11:53:11","Twitter Web Client"
"471741741","IT changed the way the world would look at India: PM @narendramodi at the @nasscom programme https://t.co/o6AhuqC4rO","2015-03-01 11:51:12","Twitter Web Client"
"471741741","The prime reason for the success of the IT industry...the Government is not there anywhere: PM @narendramodi https://t.co/o6AhuqC4rO","2015-03-01 11:50:18","Twitter Web Client"
"471741741","During Y2K problem Atal ji was PM, Pramod ji was the Minister and that is when we worked with Devang (Mehta): PM @narendramodi","2015-03-01 11:48:47","Twitter Web Client"
"471741741","When we talk of @nasscom we remember Devang (Mehta). I knew Devang very well: PM @narendramodi","2015-03-01 11:48:09","Twitter Web Client"
"471741741","It does not happen often that an organisation becomes a movement: PM @narendramodi on @nasscom","2015-03-01 11:47:26","Twitter Web Client"
"471741741","The PM has begun his speech. Watch his speech LIVE. https://t.co/o6AhuqC4rO","2015-03-01 11:45:46","Twitter Web Client"
"471741741","Look forward to path breaking ideas from young talent across the country to build innovative technology solutions for India: PM","2015-03-01 11:44:57","Twitter Web Client"
"471741741","Launched @NASSCOM #InnovateForIndia Challenge: PM @narendramodi","2015-03-01 11:44:41","Twitter Web Client"
"471741741","Union Minister Shri @rsprasad is speaking. Watch. https://t.co/o6AhuqC4rO @nasscom","2015-03-01 11:26:57","Twitter Web Client"
"471741741","RT @debjani_ghosh_: @narendramodi is in the house!! @nasscom 25 years celebration http://t.co/2d18xgBcaX","2015-03-01 11:20:38","Twitter Web Client"
"471741741","RT @b4bsolutions: @narendramodi @nasscom welcome Sir and we are expecting ur guidance and mission to take India leader in IT field","2015-03-01 11:20:03","Twitter Web Client"
"471741741","The Prime Minister has arrived at the programme to mark 25 years of @nasscom. Watch the event LIVE. https://t.co/o6AhuqC4rO","2015-03-01 11:17:51","Twitter Web Client"
"471741741","RT @VishalGaba: And here is @narendramodi at @nasscom's #IndiaTomorrow event; celebrating 25 years of #Nasscom. #narendramodi http://t.co/B…","2015-03-01 11:16:35","Twitter Web Client"
"471741741","RT @srivastav_rishi: Prime Minister @narendramodi  at @nasscom  25 yr Celebration http://t.co/F9sIeRac2w","2015-03-01 11:16:27","Twitter Web Client"
"471741741","RT @GaneshNatarajan: The PM is here to celebrate 25 years of @nasscom http://t.co/AIRoGyegPx","2015-03-01 11:16:18","Twitter Web Client"
"471741741","RT @RajanAnandan: Great to have @PMOIndia at The @nasscom 25 year celebration. $146billion industry employing 3.5million! http://t.co/GSIuU…","2015-03-01 11:16:11","Twitter Web Client"
"471741741","RT @ravigururaj: @PMOIndia @nasscom Mr. Modi has arrived. http://t.co/hTzAbdIqy1","2015-03-01 11:16:01","Twitter Web Client"
"471741741","RT @narendramodi: At the programme to mark the 25th Foundation Day of @nasscom. Watch. http://t.co/ioFgrC7TMh","2015-03-01 11:13:23","Twitter Web Client"
"471741741","I have asked my Ambassador to seek your guidance on assistance that might be required: PM @narendramodi to President @ashrafghani","2015-03-01 10:13:37","Twitter Web Client"
"471741741","We stand ready to help in any way you desire with rescue and relief and to help people rebuild their lives: PM to President @ashrafghani","2015-03-01 10:13:02","Twitter Web Client"
"471741741","Have great confidence in your leadership &amp; ability of Afghan people to respond to this disaster: PM @narendramodi to President @ashrafghani","2015-03-01 10:12:29","Twitter Web Client"
"471741741","Extend heartfelt condolences of people of India to you, the bereaved families &amp; communities and people of Afghanistan: PM to President Ghani","2015-03-01 10:11:42","Twitter Web Client"
"471741741","Was deeply saddened at the massive loss of lives in avalanches in different parts of Afghanistan: PM @narendramodi to President @ashrafghani","2015-03-01 10:09:11","Twitter Web Client"
"471741741","PM has written to President of Afghanistan, Dr. @ashrafghani &amp; condoled the loss of lives in avalanches in different parts of Afghanistan.","2015-03-01 10:08:38","Twitter Web Client"
"471741741","Watch LIVE: PM @narendramodi and other dignitaries at the oath taking ceremony of Shri Mufti Mohammad Sayeed. https://t.co/jrb1g16EG5","2015-03-01 05:39:36","Twitter for BlackBerry"
"471741741","RT @ChhattisgarhCMO: CM @drramansingh called on PM @narendramodi at New Delhi, today.
@PMOIndia http://t.co/KtedDEzxS4","2015-02-28 10:23:44","Twitter Web Client"
"471741741","Chhattisgarh CM @drramansingh met PM @narendramodi. http://t.co/uJ1wScibY7","2015-02-28 10:23:33","Twitter Web Client"
"471741741","PM @narendramodi paid tributes to former PM of India Shri Morarji Desai. http://t.co/MtHgwvDtb8","2015-02-28 10:21:45","Twitter Web Client"
"471741741","Budget 2015: Towards a clean India. #SabkaBudget #MyCleanIndia http://t.co/6C5ORpn2ls","2015-02-28 08:45:32","Twitter Web Client"
"471741741","Budget 2015: Towards a skilled India. #SabkaBudget http://t.co/EbP1glq1Jy","2015-02-28 08:44:43","Twitter Web Client"
"2833119062","RT @tarunchadha1: “@IndianDiplomacy: Indian Women Peacekeepers are involved in peacekeeping mission in Liberia #WomensDay
http://t.co/80MLw…","2015-03-08 17:11:11","Twitter Web Client"
"2833119062","RT @PIB_India: Home Minister @BJPRajnathSingh flags off a bike rally on occasion of  #InternationalWomensDay @HMOIndia http://t.co/iZA805HL…","2015-03-08 17:08:44","Twitter Web Client"
"2833119062","RT @ndtv: On International Women's Day, Air India operates 4 'all women crew' flights http://t.co/MDV7VfClES http://t.co/fFCkTMnPP0","2015-03-08 17:04:55","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: Stree Shakti: Women contingents from Armed Forces marching in RepublicDay Parade. #WomensDay http://t.co/uRsUM4tjcG","2015-03-08 10:02:36","Twitter Web Client"
"2833119062","RT @makeinindia_: #FDI #thermalpower #power #MakeInIndia http://t.co/w8pjGL8Va6","2015-03-07 14:45:03","Twitter for Android"
"2833119062","HighCommissioner DrRaghavan attending foundation stone ceremony of guest house for pilgrims inKatasrajTemples,Chakwal http://t.co/KfkZmZinoF","2015-03-07 14:36:01","Twitter Web Client"
"2833119062","HighCommissioner DrRaghavan attending foundation stone ceremony of guest house for pilgrims inKatasrajTemples,Chakwal","2015-03-07 14:34:20","Twitter Web Client"
"2833119062","RT @MEAIndia: Paving  way for 1st bilateral visit of India's PM to Sri Lanka in 28 yrs. Minister @SushmaSwaraj meets Prez Sirisena http://t…","2015-03-06 19:56:28","Twitter Web Client"
"2833119062","Indian High Commissioner TCA Raghavan visiting visa outsourcing agency in Islamabad http://t.co/csTKfFiCDD","2015-03-05 14:07:40","Twitter for Android Tablets"
"2833119062","RT @MEAIndia: Buoyancy in India - SriLanka ties in 2015. 
External Affairs Minister @SushmaSwaraj in Colombo tomorrow for 3rd high level me…","2015-03-05 08:25:13","Twitter for Android Tablets"
"2833119062","RT @IndianDiplomacy: International shades of #Holi: transcending borders, spreading vibrancy &amp; happiness around world. 
#IndiaPerspectives …","2015-03-05 08:23:24","Twitter for Android Tablets"
"2833119062","Foreign Secretary Dr. S Jaishankar calling on Prime Minister Mr Nawaz Sharif (Islamabad, March 3, 2015) http://t.co/U40gThDvuI","2015-03-03 12:42:28","Twitter Web Client"
"2833119062","RT @MEAIndia: SAARC Yatra.
Foreign Secy Jaishankar concludes meeting with his Pakistani counterpart.
http://t.co/CzXY0zJDEx","2015-03-03 12:36:55","Twitter Web Client"
"2833119062","Foreign Secretary addressing Mission's personnel in Islamabad http://t.co/SOIaeZ6RZt","2015-03-03 11:14:40","Twitter for Android Tablets"
"2833119062","Foreign Secretary S Jaishankar making a statement to the press in Islamabad http://t.co/JZqqHcvqHi","2015-03-03 10:19:30","Twitter for Android Tablets"
"2833119062","Foreign Secretary Dr. S Jaishankar called on Special Assistant to PM Tariq Fatemi, Islamabad, March 3, 2015 http://t.co/MO6Eqc3Mzg","2015-03-03 10:01:08","Twitter Web Client"
"2833119062","Foreign Secretary Dr. S Jaishankar called on Sartaj Aziz, Adviser on National Security &amp; Foreign Affairs. http://t.co/qgoUIGx8Js","2015-03-03 09:50:41","Twitter Web Client"
"2833119062","Foreign Secretary S Jaishankar in delegation level talks with Pakistan's Foreign Secretary as part of SAARC Yatra http://t.co/oHC3ubKbjH","2015-03-03 06:29:26","Twitter for Android Tablets"
"2833119062","Indian Foreign Secretary Dr S Jaishankar arrives at Islamabad for Foreign Secretary level talks. http://t.co/PVcCqRHgN3","2015-03-03 04:05:50","Twitter for Android Tablets"
"2833119062","RT @ihcdhaka: Foreign Secretary of India meets with Hon'ble Prime Minister of Bangladesh in Dhaka as part of his SAARC Yatra. http://t.co/e…","2015-03-02 16:42:34","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: RT @indembcairo: 350 schoolchildren participate in Glimpses of India Painting Comp at Mansoura Governorate http://t.co…","2015-03-02 16:41:57","Twitter Web Client"
"2833119062","RT @PIB_India: PM Shri @narendramodi in a group photograph at swearing-in ceremony of Shri Mufti Mohammad Sayeed as J&amp;K CM http://t.co/0rwj…","2015-03-01 10:14:28","Twitter Web Client"
"2833119062","RT @MEAIndia: Foreign Secy's SAARC Yatra.
1st stop Thimpu.
Meetings with PM @tsheringtobgay &amp; HM the King &amp; HM the 4th King. http://t.co/pe…","2015-03-01 10:13:52","Twitter Web Client"
"2833119062","RT @MEAIndia: Foreign Secy's SAARC Yatra. 
Discussions in Thimpu on SAARC coop; BBIN (Bangladesh,Bhutan,India,Nepal) sub-regional coop;&amp; bi…","2015-03-01 10:12:30","Twitter Web Client"
"2833119062","RT @PMOIndia: PM has written to President of Afghanistan, Dr. @ashrafghani &amp; condoled the loss of lives in avalanches in different parts of…","2015-03-01 10:10:37","Twitter Web Client"
"2833119062","RT @narendramodi: #RailBudget2015 stands out for its focus on the common man, putting speed, scale, service &amp; safety, all on one track.","2015-02-28 04:22:28","Twitter for Android"
"2833119062","RT @IndianDiplomacy: Live Q&amp;A session with Official Spokesperson of @MEAIndia On MEA FB Page TODAY @ 1530hrs Click http://t.co/Py3mxeeB9B h…","2015-02-24 08:30:57","Twitter Web Client"
"2833119062","RT @MIB_India: #FightFlu: Protect yourself and your family members from #SwineFlu @MoHFW_INDIA http://t.co/6CvgbwDyd8","2015-02-24 08:30:35","Twitter Web Client"
"2833119062","RT @MIB_India: #FightFlu: Ayurveda interventions for prevention and management of common flu like conditions http://t.co/00vlXoEYJB","2015-02-24 08:30:18","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: Kaladan Multi-Modal Transit Transport Project: conceived as a key element of #India’s #ActEast
http://t.co/rZWBZJMMPF …","2015-02-24 08:29:33","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: Pankhida:literally meaning 'lover' is sung by the peasants of Rajasthan while working in the fields #CelebratingIndia …","2015-02-23 05:11:40","Twitter Web Client"
"2833119062","RT @MEAIndia: अब फौरन 'मदद' मिलेगी, परदेस मे मुसीबत मे घिरे 'अपनों' को
http://t.co/5SGXK6zpDj","2015-02-23 05:09:22","Twitter Web Client"
"2833119062","RT @PIB_India: Over 1 lakh footfall was recorded at #AeroIndia2015 in #Bengaluru today http://t.co/2kuJ7LzLvh","2015-02-21 16:13:24","Twitter Web Client"
"2833119062","@DixitYogesh @hicomindia High Commission of India is closely following up &amp; has repeatedly taken up this case with Pak Foreign Ministry.","2015-02-21 16:12:04","Twitter Web Client"
"2833119062","RT @PIB_India: #AeroIndia2015 was thrown open for public view today and the show attracted large number of spectators #Bengaluru http://t.c…","2015-02-21 16:03:51","Twitter Web Client"
"2833119062","RT @PIB_India: #railwaybudget : a look at the evolution of Indian Railway trains over the last 7 decades http://t.co/uPb3XMyczf","2015-02-21 16:01:21","Twitter Web Client"
"2833119062","RT @PIB_India: #railwaybudget: a look at the evolution of Indian railways in six photos http://t.co/QEyXbwfZzv","2015-02-21 16:00:17","Twitter Web Client"
"2833119062","RT @PIB_India: Foreign Tourist Arrivals grow by 4% in January 2015 over January 2014 http://t.co/PHfjrbaTHf http://t.co/lOZJCJCRUj","2015-02-21 15:11:24","Twitter Web Client"
"2833119062","RT @HRDMinistry: Let us all respect, promote and protect India's vast heritage of linguistic diversity. #मातृभाषादिवस http://t.co/d6wJavXEEL","2015-02-21 15:10:18","Twitter Web Client"
"2833119062","RT @makeinindia_: Russia: 'Want to jointly make futuristic #defence products with India' http://t.co/yQEN5fK7k3 #MakeInIndia http://t.co/9P…","2015-02-21 15:09:51","Twitter Web Client"
"2833119062","RT @MEAIndia: . @neoankit13 Here is link to #MADAD portal which helps in registering grievances of Indian nationals outside India 
http://t…","2015-02-21 09:41:20","Twitter Web Client"
"2833119062","RT @MEAIndia: Tapping talent digitally. The young men who designed the logo &amp; tag line of #MADAD selected from over 1000 entries http://t.c…","2015-02-21 08:35:05","Twitter Web Client"
"2833119062","RT @MEAIndia: Assisting Indians outside India. Minister @SushmaSwaraj launches #MADAD. http://t.co/bKeRfb0ZXC","2015-02-21 07:47:28","Twitter for Android"
"2833119062","RT @MEAIndia: India's chance to fly. @TheEconomist assesses India's opportunity to become the world's most dynamic big economy. http://t.co…","2015-02-20 18:41:31","Twitter Web Client"
"2833119062","Indian High Commissioner Dr T C A Raghavan interacting with Members of Lahore Chamber of Commerce &amp; Industry http://t.co/IfrpvHjk9n","2015-02-20 15:00:56","Twitter Web Client"
"2833119062","Indian High Commissioner Dr T C A Raghavan interacting with All Pakistan Textile Mills Association members in Lahore http://t.co/IprVUBuikx","2015-02-20 14:57:13","Twitter Web Client"
"2833119062","RT @PIB_India: Text of PM’s address at 29th Statehood Day Celebrations of Arunachal Pradesh http://t.co/orZO5oInWT","2015-02-20 13:47:20","Twitter Web Client"
"2833119062","Appeal to public in India for information on Individuals in Pakistan Jails: http://t.co/MbAXUCHsGb …","2015-02-20 12:45:03","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: Kirtanam:composed in traditional ragas&amp;set 2 simple talas,kirtanas r soul-stirring devotional music #CelebratingIndia …","2015-02-20 12:14:35","Twitter Web Client"
"2833119062","RT @MIB_India: PM Shri @narendramodi addressing during the Festival of Arunachal 2015, at Itanagar in Arunachal Pradesh http://t.co/NwUclR1…","2015-02-20 12:07:56","Twitter Web Client"
"2833119062","RT @IndianDiplomacy: Geetham: is the simplest form of music taught to beginners &amp; has an easy &amp; melodious flow of music #CelebratingIndia h…","2015-02-20 04:35:44","Twitter Web Client"
"2833119062","RT @narendramodi: Wishing my sisters and brothers of Mizoram on the State's Statehood Day. http://t.co/wkx5kCl4P0","2015-02-20 04:32:02","Twitter Web Client"
"2833119062","RT @narendramodi: Statehood Day greetings to the people of Arunachal Pradesh. http://t.co/nLfAkqMSzo","2015-02-20 04:31:52","Twitter Web Client"
"2833119062","RT @MEAIndia: Houston school district in Texas to launch a Hindi dual language immersion  program  to help students become bilingual &amp; bi-l…","2015-02-20 04:30:52","Twitter Web Client"
"2833119062","RT @HMOIndia: India &amp; Bangladesh agreed to enhance cooperation in border management by adopting a coordinated border management plan.","2015-02-18 12:45:56","Twitter Web Client"
"2833119062","RT @narendramodi: Wonderful being at Aero India 2015. http://t.co/b0duyErwpc http://t.co/BvIZSTimAi","2015-02-18 09:08:57","Twitter Web Client"
"2833119062","RT @MIB_India: PM Shri @narendramodi visiting the exhibition at Aero India-2015, at Yelahanka Air-force Station, in Bengaluru http://t.co/E…","2015-02-18 09:07:42","Twitter Web Client"
"2833119062","RT @PIB_India: PM Shri @narendramodi at the Institute for Stem Cell Research at National Centre for Biological Sciences, Bengaluru http://t…","2015-02-18 09:06:33","Twitter Web Client"
"2833119062","RT @MEAIndia: On board briefing. Minister @SushmaSwaraj being briefed by Secy Wadhwa enroute to Oman on 3rd visit to Gulf region. http://t.…","2015-02-17 11:04:59","Twitter Web Client"
"2833119062","RT @DDNewsLive: FULL TEXT: Government will not allow any religious group to incite hatred: PM Modi. http://t.co/zQY1huhN82 http://t.co/8P1d…","2015-02-17 11:03:25","Twitter Web Client"
"2833119062","RT @ReInvest2015: ""India is an attractive destination for 2G biofuels production"": @basmelssen Head, Biomass Conversion for Asia Pacific, N…","2015-02-17 11:02:21","Twitter Web Client"
"2833119062","RT @PMOIndia: My government will ensure that there is complete freedom of faith: PM @narendramodi","2015-02-17 08:59:34","Twitter Web Client"
"2833119062","RT @PMOIndia: Government will not allow any religious group, belonging to majority or minority to incite hatred against others overtly or c…","2015-02-17 08:59:16","Twitter Web Client"
"2833119062","RT @PIB_India: Text of PM's address at National Celebration of Elevation to Sainthood of Kuriakose Elias Chavara &amp; Mother Euphrasia:
http:/…","2015-02-17 08:58:11","Twitter Web Client"
"2833119062","RT @PMOIndia: As Swami Vivekananda said- We believe not only in universal toleration but we accept all religions as true: PM @narendramodi","2015-02-17 08:57:05","Twitter Web Client"
"2833119062","Dharmendra Pradhan, MOS for Petroleum &amp; Natural Gas (I/C), attended TAPI Project Meeting in Islamabad on Feb 11, 2015:http://t.co/lG4LEfLqoc","2015-02-11 11:11:21","Twitter Web Client"
"2833119062","High Commissioner, Dr. T C A Raghavan, presented a shield by Dean Consular Corps Punjab, Lahore, on February 3, 2015:http://t.co/5cKbmtLiLp","2015-02-06 07:09:59","Twitter Web Client"
"2833119062","High Commission of India, Islamabad, participated in Lahore International Book Fair during February 5-9, 2015:http://t.co/VasTpUQRUy","2015-02-06 07:02:06","Twitter Web Client"
"2833119062","High Commissioner Dr. T C A Raghavan  visits the birthplace of Shaheed Bhagat Singh:http://t.co/CvLKY83Tx8","2015-01-29 05:24:12","Twitter Web Client"
